packet_strata,trial_id,trial_link,run_label,arm_id,task_id,raw_outcome,execution_validity,activity_subtype,policy_disposition,failure_subtype,termination_subtype,telemetry_status,canonical_completeness,r2_read_availability,analyzed_artifact_integrity_status,classification_confidence,evidence_reasons,supporting_artifact_ids,analyzer_version
all_extraneous_output_artifacts,5865ff5f-a569-40d6-a0b8-9239ae81b7ee,/trials/5865ff5f-a569-40d6-a0b8-9239ae81b7ee,router-gpt-5.5/2026-06-27__01-30-18,router-gpt-5.5,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 5"",""Tool calls: 44"",""Workspace-changing calls: 29"",""Thinking event metadata: 44 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 676303"",""Transcript total input tokens: 676303"",""Transcript output tokens: 46523"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""783d35ba-3538-4603-b9eb-57483174f6f1"",""06c75ce7-f801-4c59-9deb-2de35ef31f5a"",""e9a2e478-0901-407e-bfe5-074a4d45ac15"",""8538428a-c0eb-4f5b-ad40-5dd200a2a6b2"",""f5822ed0-c027-418d-ade9-10e4e25bb690"",""c2ef824b-60ce-473d-ab34-c95fdee9d5fb""]",artifact-evidence-v1.3.2
revised_ordinary_controls,59167744-7258-483a-a0b8-0e4b383f17ca,/trials/59167744-7258-483a-a0b8-0e4b383f17ca,router-gpt-5.5/2026-06-27__01-30-18,router-gpt-5.5,terminal-bench-2.0:sqlite-db-truncate,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 17"",""Workspace-changing calls: 3"",""Thinking event metadata: 10 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 290779"",""Transcript total input tokens: 290779"",""Transcript output tokens: 6080"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""ff4a2473-eda4-4952-ae5a-1a71e53dcc07"",""c7cee2ff-f026-4ef5-96ef-d34cb3a6b4ea"",""bba05588-94af-4695-8da4-773e53af8c19"",""c47d6107-c022-431d-a7c4-828ad71e1979"",""2fd44d40-d7e8-4c87-934c-bef6cb6e99b9"",""db2264eb-47aa-4b14-818a-fde75f705efa""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,594fb69b-cf43-43dc-a277-58123dabe50b,/trials/594fb69b-cf43-43dc-a277-58123dabe50b,router-gemini-flash/2026-06-27__01-30-20,router-gemini-flash,terminal-bench-2.0:llm-inference-batching-scheduler,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""92889f45-2562-46fc-8db2-a96671945fdd"",""d78dec9a-5c52-406e-9315-ae76810f57ae"",""480c1fce-e20e-4178-b908-0df6d017d5f1"",""cbdf1e2c-5086-4da9-8c9b-8eb3bad26462"",""e35b6bee-0db2-40d2-9c66-b38d9dec1cf7"",""64937f8d-4006-48fd-9351-98580bd478cd"",""ffc046f2-ed47-4cb6-a2e5-5cb339f26fb1""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,59cca28a-0e79-4751-9ca4-70b50464bd95,/trials/59cca28a-0e79-4751-9ca4-70b50464bd95,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:build-cython-ext,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""fbbaee5a-ba01-455c-a790-863e107b5c3b"",""fb6c3fe1-f06f-4952-bb0e-2f524812f929"",""384d3877-b007-4854-bbe4-c076003a5ff1"",""d1222d66-453a-49f5-af46-0d9660872871"",""d4d8331a-7faf-4eef-81f0-40a13b9de7e9"",""505965dc-64bd-47f2-9cdf-3eed9dabacda"",""4df6b992-e0c0-48f7-b721-0f4b43b84dbf""]",artifact-evidence-v1.3.2
all_extraneous_output_artifacts;revised_ordinary_controls,5aaf3ef0-6667-403e-9e1f-c57873b6a73d,/trials/5aaf3ef0-6667-403e-9e1f-c57873b6a73d,router-kimi-k3/2026-07-22__17-51-05,router-kimi-k3,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 3"",""Tool calls: 3"",""Workspace-changing calls: 1"",""Thinking event metadata: 14975 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 69100"",""Transcript total input tokens: 69100"",""Transcript output tokens: 16155"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""0ea308be-15da-456a-b7d9-3c63a34c90ed"",""3910d630-820b-485b-a4ac-a17672501dbc"",""872a2c3e-ab9a-4dde-8f13-e7916a4e362e"",""c89ea469-7812-4c32-987d-e2d4254a0d25"",""76ae1a0e-c3ba-4e2b-a60f-090e8ffbffd3"",""c7d4b669-0b8e-4280-84cc-9c7f29a5bd88""]",artifact-evidence-v1.3.2
revised_ordinary_controls,5b185727-2250-4245-b4f7-097b45049168,/trials/5b185727-2250-4245-b4f7-097b45049168,router-gemini-flash/2026-06-27__01-30-20,router-gemini-flash,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,missing_required_output,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 0"",""Tool calls: 1"",""Workspace-changing calls: 0"",""Thinking event metadata: 3 (content neither retained nor displayed)"",""Final result: empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 15702"",""Transcript total input tokens: 15702"",""Transcript output tokens: 473"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: missing_required_output""]","[""bbea46a7-77e2-41b0-abfd-1165f4d705d1"",""f46931c9-8d72-4794-a9cc-d6f75ba7220b"",""9945ff63-a4c5-4962-980a-b7aee5c63a24"",""9d8076a6-23f9-498e-9ba1-97a41bbbf760"",""7fdb2763-6c26-4e92-985d-ba71e0b012d7"",""8c3988e6-3731-44ad-8b82-7a8e02bffe17""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,5b3dfd21-b6af-4903-b2e7-6457dec8fadf,/trials/5b3dfd21-b6af-4903-b2e7-6457dec8fadf,router-gemini-3.1-pro/2026-06-30__14-57-05,router-gemini-3.1-pro,terminal-bench-2.0:multi-source-data-merger,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,partial,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 2"",""Tool calls: 10"",""Workspace-changing calls: 3"",""Thinking event metadata: 17 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 197657"",""Transcript total input tokens: 73353"",""Transcript output tokens: 625"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""63e19ce0-749c-476f-847a-eb7772787345"",""c4549939-b315-45c9-a9dd-353260d95960"",""a6d7c2c0-ad1c-4a6b-b63c-50fb5965a25b"",""1423a45c-8e37-46eb-be3e-77bb9186663f"",""0bd22f16-85e6-46dc-b98e-35a2e1dfb5c3"",""fb87ae28-435e-4e14-90f5-6a8f6a24bf5f"",""2d691c7b-cf71-4085-9a5f-1499447cefb5""]",artifact-evidence-v1.3.2
all_7_of_9_evidence,5c716145-3bd7-4fd6-8c19-075f3a42758f,/trials/5c716145-3bd7-4fd6-8c19-075f3a42758f,router-grok-build-0.1/2026-06-28__13-28-55,router-grok-build-0.1,terminal-bench-2.0:model-extraction-relu-logits,not_recorded,substantive,timeout_after_meaningful_activity,none_detected,timeout,timeout,partial,7/9,available,verified,medium,"[""Database reward (raw source of truth): not recorded"",""Harbor result reward: not recorded"",""Database/result reward consistency: not_recorded"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 1"",""Tool calls: 143"",""Workspace-changing calls: 118"",""Thinking event metadata: 4859 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 52491"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""a82fff23-657a-46ef-9f0e-de8062b89763"",""f2fdf697-860a-4fd1-969a-cf34fa6f67f5"",""d72112bd-2361-42b0-a383-fe4cad19a337"",""4d7f3f77-e7fe-49c6-a02f-5a6ca750b4b3"",""d3ba32a3-b276-44fc-93c7-2e876612fa85"",""d53a094e-5da9-49ec-aeac-52bcff73e790""]",artifact-evidence-v1.3.2
all_policy_refusals,5dc2ab8d-aede-4369-a265-b813416e7c8f,/trials/5dc2ab8d-aede-4369-a265-b813416e7c8f,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:password-recovery,failure,policy_blocked,provider_policy_refusal,provider_policy_refusal,policy_refusal,provider_policy_refusal,database_zero_transcript_nonzero,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: provider_policy_refusal"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 0"",""Transcript total input tokens: 28602"",""Transcript output tokens: 3"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: yes (cyber)"",""Verifier failure subtype: policy_refusal""]","[""e3efd9a7-36eb-42ca-a883-aac91ff39208"",""7a7ba0d4-1aa9-4c19-8a68-142dd6ff008a"",""bc0ff5fe-cb95-486c-8a70-6d5c1474445f"",""0881d848-bfd6-4e54-8594-06bbb1dc212e"",""21c1bb8c-e8c1-4ded-8693-e48845e83edc"",""76be1f51-2527-47bf-a3d4-9bcf10c34e21"",""c15f3b3a-d520-45a5-a3b3-dc641408530d""]",artifact-evidence-v1.3.2
all_7_of_9_evidence,5f5052d1-23d1-450b-84a6-5978046c9cf3,/trials/5f5052d1-23d1-450b-84a6-5978046c9cf3,router-gemini-3.1-pro/2026-06-30__14-57-05,router-gemini-3.1-pro,terminal-bench-2.0:query-optimize,not_recorded,substantive,timeout_after_meaningful_activity,none_detected,timeout,timeout,nonzero_mismatch,7/9,available,verified,medium,"[""Database reward (raw source of truth): not recorded"",""Harbor result reward: not recorded"",""Database/result reward consistency: not_recorded"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 43"",""Tool calls: 45"",""Workspace-changing calls: 20"",""Thinking event metadata: 2 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 551384"",""Transcript total input tokens: 1092498"",""Transcript output tokens: 16368"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""e038a829-c1fe-4b9d-b18f-7db2d66435f3"",""7dc1ec9d-7721-4f23-8541-e8b4edfb9acb"",""ff1e1939-eceb-40da-9efc-9c2db109b357"",""922b59b4-a0f2-4bc9-ab1b-82f5bae8764a"",""71afa8d8-4808-423c-bfd9-b64c4f23f9ff"",""42de404e-427b-42ed-a35d-8a9324925f2a""]",artifact-evidence-v1.3.2
all_extraneous_output_artifacts,5f9889ae-b6b1-4f8d-ae74-1364fcd9bb46,/trials/5f9889ae-b6b1-4f8d-ae74-1364fcd9bb46,router-gemini-3.1-pro/2026-06-30__14-57-05,router-gemini-3.1-pro,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 14"",""Tool calls: 15"",""Workspace-changing calls: 14"",""Thinking event metadata: 6 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 343424"",""Transcript total input tokens: 343424"",""Transcript output tokens: 11238"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""885527d3-b6a9-4a99-8eda-d306ae892e6a"",""43175dd8-c26a-4c0c-a547-923e6bc237dc"",""bf5e7c9d-4a30-4b43-be0e-06d437d9970a"",""7347e23f-c0bc-4391-9b5f-cadcc11b9a24"",""df5cfe78-efcb-4e12-b144-289d0c1abf77"",""06b1d77a-d4a7-4948-a127-da4743f45b9b""]",artifact-evidence-v1.3.2
